date,ADA-USD,BNB-USD,BTC-USD,BUSD-USD,DOGE-USD,DOT-USD,ETH-USD,LTC-USD,MATIC-USD,SHIB-USD,SOL-USD,TRX-USD,USDC-USD,USDT-USD,XRP-USD,ada_usd_0,bnb_usd_0,btc_usd_0,busd_usd_0,doge_usd_0,dot_usd_0,eth_usd_0,ltc_usd_0,matic_usd_0,shib_usd_0,sol_usd_0,trx_usd_0,usdc_usd_0,usdt_usd_0,xrp_usd_0,Crude Oil,Gold,S&P 500,13 Week Treasury Bill,RSI,MACD,MACD_Signal,MACD_Histogram,%K,%D
4/11/2022,-11.33102667,-6.032211415,-6.574699455,0.062935651,-10.48219529,-11.50801246,-7.457602946,-8.018454448,-7.253203505,-12.78333384,-11.76572866,-7.13772995,0.010607071,0.005601045,-8.490831584,-3.826945,-2.32665,-2.812464,0.00579941,-3.303254,-4.041574,-3.844461,-2.945154,-3.997471,-3.429365,-4.191008,-2.043598,0.00147042,-0.00333333,-2.709955,-4.124189929,0.138967738,-1.702133458,1.780466085,35.17110528209538,-100.4462388666143,690.330838799531,-790.7770776661453,1.7208900900233628,4.979803170246266
4/12/2022,3.700051226,4.89900135,1.51989918,0.000999982,2.509578311,3.4141453,1.641051672,2.141489918,4.380240295,20.47944065,3.915993472,2.926180173,0.013300476,0.008698873,3.059241359,0.3723587,0.7119794,0.4320774,-0.0159342,0.1043486,0.6696382,0.8484139,0.1520212,0.5343184,0.4874521,-0.4473929,0.7890889,0.00814599,-0.0074146,0.4944365,6.477709331,1.419691222,-0.342330053,8.185098296,38.07995094580395,-343.76857419958833,483.5109561997071,-827.2795303992955,9.10549166004391,4.63350131104721
4/13/2022,2.026244466,2.21184175,2.55764175,-0.070237333,1.440941162,2.293432005,2.861531047,5.253183663,1.936659334,0.0,1.627965672,2.567009547,-0.012000755,-0.015992209,1.004685246,2.334864,1.487898,1.904041,0.00346455,2.034258,2.204234,2.499124,1.666358,2.380567,1.981456,2.39207,1.256492,-0.00151257,0.000466949,1.462495,3.563961818,0.450281526,1.111260327,0.270640744,42.82488971733474,-447.56132468325086,297.2965000231155,-744.8578247063664,22.038073005256347,10.95481825177455
4/14/2022,-4.43508001,-2.021193768,-3.036437335,-0.155810394,2.704389682,-1.481949242,-3.207532927,-2.819372465,-3.399495669,-3.774034094,-4.175560593,-2.273888725,0.009401608,-0.014802819,0.409324405,-1.572337,-1.687219,-1.385178,-0.00570448,-1.880072,-1.707174,-1.744141,-2.030203,-2.509252,-1.849204,-2.131496,-1.087406,-0.00172904,-0.00526337,-1.595855,2.556954632,-0.511146411,-1.221848038,1.075281331,39.011858105266576,-621.9965859632357,113.43788282584529,-735.4344687890809,7.083468823222959,12.742344496174416
4/15/2022,2.364013356,0.632247146,1.535517923,-0.013913014,1.452707066,2.316013528,0.69321127,3.385182004,1.717590546,0.0,0.595964247,2.880030608,-0.008602705,0.011203623,7.786575821,0.1787441,0.0859806,0.0918967,0.00834219,0.2397627,0.1487334,0.0678108,0.1750831,0.104857,0.0929646,-0.0332984,0.00264118,0.00275603,0.00116395,0.1487229,0.0,0.0,0.0,0.0,41.812191758593066,-702.2790144052415,-49.70549662037206,-652.5735177848694,14.865794907088782,14.662445578522707
4/16/2022,-0.217786633,0.044257081,-0.318557284,0.048138425,-1.59734003,1.509764118,0.701068046,2.945468371,-0.393850294,0.0,0.93094332,0.114656259,0.047302743,0.00569668,-0.489183765,0.0204538,0.0302436,-0.00867933,-0.00531285,0.060378,0.0379781,-0.002799,0.00446089,0.0496129,0.0324587,0.0618111,0.00175417,-0.00125412,-0.000140887,0.0269743,0.0,0.0,0.0,0.0,41.38505810198966,-767.4642135190006,-193.2572400000978,-574.2069735189028,13.241441261504752,11.730234997272175
4/17/2022,-3.762156921,-2.449213282,-1.765752288,-0.067060127,-3.0040646,-4.6676567,-2.275865766,-4.822915151,-3.724920623,-3.922072715,-1.823354719,-2.816906809,-0.09672749,0.001799511,-3.738167424,0.00320423,-0.0149754,-0.000160748,0.0022428,-0.0267754,-0.0092899,-0.00268981,0.0102779,-0.030293,-0.00793184,-0.000511289,0.00640847,0.000432005,-7.04e-05,0.000488926,0.0,0.0,0.0,0.0,39.02967193688294,-866.2304468586299,-327.8518813718042,-538.3785654868257,4.447056553393522,10.85143090732903
4/18/2022,2.077961059,2.326966949,2.754626836,0.191146777,0.59125415,2.164603032,2.122150799,1.9825118,5.874511043,0.0,1.7267033,2.170859044,0.061425406,-0.009593796,1.954216519,-0.0159113,0.2130203,0.1335428,-0.00439067,0.0343544,-0.0996267,0.1632607,-0.0533259,0.0835724,0.2056533,-0.0563124,0.2034492,0.0012307,-0.000854316,0.0337044,1.171236813,0.607012833,-0.020488927,0.931473053,44.37485730728634,-845.2517125451268,-431.3318476064687,-413.91986493865807,25.327423294674695,14.338640369857666
4/19/2022,1.756917063,1.291161044,1.643529434,-0.027283472,1.681603012,3.924635096,1.509341237,2.298328555,0.492823311,0.0,6.098010164,2.893045689,0.002402343,0.01248963,0.913242783,1.761012,1.6042,1.557388,-0.00668107,2.445791,2.482355,2.108749,2.444279,2.521193,1.441577,2.788174,0.3654615,0.00136766,0.00863989,1.63863,-5.362580576,-1.381227129,1.593004475,9.831590439,47.40346091149712,-765.2142676408839,-498.10833161335177,-267.10593602753215,40.98264247374696,23.585707440605063
4/20/2022,-1.691717011,-0.959352732,-0.309786785,0.032381915,-1.260489999,1.010734531,-0.852843265,-1.623121711,-0.733123302,0.0,-2.882340359,-1.15230141,-0.00500147,-0.014098618,-2.997127255,0.1873478,-0.1278484,-0.132917,-0.000100437,-0.1305474,0.1195281,-0.1199828,-0.1200693,-0.0782311,0.3284882,0.5433871,0.2543872,-0.00588835,0.000448543,0.00171753,0.185088401,-0.173997093,-0.061866641,-4.669151167,46.88186077927593,-704.0269064037566,-539.2920465714328,-164.73485983232376,51.43606502279159,39.248710263737756
4/21/2022,-2.908177097,-3.238851879,-2.068443971,-0.025387582,-3.25592279,-4.844880116,-2.976700073,-4.550751013,-2.708344584,-4.082193389,-3.590685326,13.16598609,0.043502624,-0.004493384,-2.558447909,-2.22575,-2.016568,-1.886263,0.00236116,-2.417547,-2.316753,-2.41085,-2.216128,-3.00012,-2.474351,-2.943455,-1.439882,0.0017866,-0.00598418,-1.859984,1.007078242,-0.37976153,-1.486285555,0.626960692,43.48210975016664,-715.6331899768993,-574.5602752525261,-141.07291472437316,35.168663743821966,42.529123746786844
4/22/2022,-0.365309333,0.484247924,-1.961108525,-0.124213247,0.022005381,0.620169168,-0.760884578,-1.314572921,1.387362222,0.0,-1.150361806,-6.75424876,-0.00830689,0.007699415,-1.925740312,-4.579553,-3.787676,-4.006141,0.0175449,-4.670331,-4.794389,-5.279772,-4.159746,-5.629885,-4.944254,-5.904688,-2.830149,-0.000136022,-0.00796465,-3.620715,-1.671078637,-0.717257097,-2.813207638,-2.531785957,40.540259877061736,-779.3551225914489,-615.5192447203108,-163.8358778711381,22.309552902527944,36.30476055638051
4/23/2022,-2.077421129,-1.31953156,-0.640161933,-0.059057922,-1.591845122,2.341566146,-0.905373196,-0.091189171,-2.399157228,0.0,0.131493425,1.282358452,-0.019488741,-0.000595909,-1.610376383,0.3864367,0.3042756,0.068477,0.00301611,0.3973808,0.6395176,0.1495689,0.6324071,0.6161222,0.2147383,-0.0260943,0.120549,0.00518947,0.000100709,0.5223143,0.0,0.0,0.0,0.0,39.61035875792162,-840.627563057642,-660.5409083877771,-180.08665466986486,16.891183579717694,24.789800075355874
4/24/2022,-0.242616154,-0.636171656,-0.044170158,0.172976104,-1.723639529,-3.112173035,-0.524886038,-0.839275818,-1.603302336,0.0,-1.508821855,-2.932369365,-0.004106828,0.011595747,-1.275009893,0.0557188,-0.0159764,-0.0419608,-0.00356309,0.000661883,0.0263881,-0.0307272,0.0615162,0.0426248,-0.0320831,0.1711779,-0.0682793,-0.00228517,-0.000567943,0.00849969,0.0,0.0,0.0,0.0,39.54319128552202,-880.4442607099845,-704.5215788522186,-175.92268185776595,18.418623177346046,19.206453219863903
4/25/2022,1.383182277,1.305604862,2.474905008,-0.096305411,17.99352057,-0.213223172,2.921955844,0.061549946,0.624498981,0.0,2.007057008,-0.558664229,0.025502519,-0.019903085,-0.619166559,0.8425348,0.086125,0.3295959,0.00432357,0.8833556,1.362436,0.5558156,1.066179,0.7378355,0.1331841,1.261654,-0.2990229,-0.00156895,0.00467657,0.599004,-3.519628302,-1.976951019,0.568176514,2.281468696,45.217295568285856,-822.7102929366301,-728.159321669101,-94.55097126752912,46.53864228063375,27.282816345899175
4/26/2022,-8.235937916,-4.778427767,-5.959955699,-0.041528876,-13.67716343,-8.456891121,-6.915985471,-6.188678363,-8.46840091,-4.25596276,-5.549300184,-5.362340831,-0.009106019,-0.007199457,-7.896623374,-4.139126,-3.142182,-3.442948,-0.0120696,-4.362249,-4.368929,-4.361193,-4.159151,-5.33243,-3.922696,-5.085728,-2.17851,0.00143838,-0.010958,-3.308559,3.156470664,0.432197652,-2.855000893,4.292507736,36.48836272701234,-954.8357973969905,-773.4946168146789,-181.3411805823116,4.641549959795695,23.199605139258505
4/27/2022,1.552565961,1.534988769,2.905273499,0.082843788,1.393336736,1.770456509,2.830735628,2.145495109,1.187922072,0.0,2.67496812,2.07933235,0.019402926,0.00799804,1.641280283,1.021807,0.1109163,0.3898255,0.0230207,0.7140693,1.206378,0.5699109,0.8903658,0.7751875,0.1835351,0.4196057,0.1605033,0.00164751,0.000376557,0.6707901,0.314156654,-0.81852963,0.209584902,-3.047155398,42.251316920886694,-957.8349032716578,-810.3626741060748,-147.47222916558303,27.076176044161564,26.085456094863684
4/28/2022,0.398323715,3.827342011,1.348390672,0.140321729,-1.6870165,0.285738401,1.648245238,2.732008338,-1.504556932,0.0,-0.196513702,0.83640768,-0.029201166,0.003802123,-1.226996399,4.859682,3.296216,3.684618,-0.0169808,4.586738,5.008965,4.899172,4.005585,5.409622,4.779845,5.860614,2.572016,-0.00226402,0.00781795,3.569291,3.221422364,0.148356239,2.444565534,-2.887834215,44.80816443387307,-906.7739848313286,-829.6449362511255,-77.12904858020306,37.7120279893714,23.143251331109564
4/29/2022,-4.719754993,-3.415278577,-2.970235366,-0.237784063,-1.715226431,-5.029652177,-4.219251115,-2.892026222,-8.269110202,-4.445177695,-4.34454234,-0.342542303,-0.000596031,-0.017092809,-5.249938132,-7.040358,-4.713661,-5.107095,-0.00216581,-6.713311,-7.936011,-6.906049,-6.512721,-8.244546,-6.234836,-7.916612,-3.508786,-0.00104084,-0.0122625,-5.494353,-0.637943758,1.084797244,-3.695915978,2.887834215,40.58023268329132,-949.2903975509398,-853.5740285110884,-95.71636903985143,14.471911970120129,26.420038667884373
4/30/2022,-6.198167908,-3.968799816,-2.345217856,0.050845428,-5.691152401,-10.71888678,-3.080600452,-4.286740935,-9.641018288,-9.531021288,-9.963623358,-1.214573852,0.027199235,0.013493311,-4.058294676,0.2555143,0.3219262,0.1230986,0.0198695,0.2692426,0.6393904,0.2215526,0.5970134,0.6348452,-0.1057236,-0.7133746,0.3208649,0.00761631,-0.00107165,0.5141626,0.0,0.0,0.0,0.0,37.639576930706525,-1043.1748135984963,-891.49418552857,-151.68062806992623,0.32591926524941284,17.50328640824699
5/1/2022,4.355430272,3.258972962,1.98005802,0.177651497,4.007759983,5.765754728,3.511348097,3.343625599,6.124195466,9.531021288,5.237385891,12.19255911,0.008592086,-0.004195605,3.473837979,-0.0103354,-0.0149271,-0.0974523,-0.00995772,-0.0236172,-0.0121971,-0.1186661,-0.0467295,0.0923035,-0.0522953,0.0816555,-0.1397791,-0.00247842,-0.000817421,-0.0784099,0.0,0.0,0.0,0.0,41.487795490372534,-1044.6773496631213,-922.1308183554804,-122.54653130764086,16.641656762057558,10.47982933247571
5/2/2022,-1.12160243,-0.156760352,0.156456161,-0.137133265,-1.39170014,-2.656834084,1.043225939,1.256659887,-2.16398463,-4.652003138,-2.358882254,-3.031121604,-0.032095986,-0.015800654,1.051471051,2.040054,-0.0414027,0.7439437,0.0148341,1.159189,2.438997,1.206617,1.332295,1.273574,0.7096699,1.981918,0.227039,-0.00578256,0.00182382,1.069394,0.457444547,-2.519292038,0.565919929,-5.468627821,41.79670410667931,-1029.144373934112,-943.5335294712069,-85.61084446290522,17.776485783359522,11.58135393688884
5/3/2022,-1.337586388,-1.602539152,-2.042224184,-0.103179393,-1.088857743,-1.692695851,-2.621513951,-1.349987936,-0.151561427,-4.879018149,-2.00514827,5.02781577,0.005900332,0.008994341,-1.545416401,-0.00543081,0.9758934,0.5194965,-0.0317631,1.087674,0.2823404,0.6732544,0.7694413,0.4971154,0.6931282,1.126957,-0.3101099,0.00775338,0.00652924,0.4124994,-2.659367127,0.375275185,0.482546508,15.69478818,38.9343428227856,-1067.379001224108,-968.3026238217872,-99.07637740232076,3.1053738561918345,12.507838800536314
5/4/2022,15.11148163,4.842517851,5.031267753,0.07136845,4.741421671,10.18025347,5.492824792,6.745011091,8.467304379,9.531021288,7.76197007,17.59165024,-0.004195756,-0.000691385,6.655417819,6.369653,3.955173,4.616994,0.00677631,5.422734,6.639988,6.288141,4.992597,6.71032,5.805741,7.16669,3.796475,-0.00852417,0.00598418,4.586998,5.138599606,-0.096367522,2.942522156,-7.179004964,48.443710672417296,-929.7815749416332,-960.5984140457564,30.816839104123233,39.8034202752646,20.228426638271994
5/5/2022,-12.550111,-6.076297367,-8.194136473,0.015104752,-5.586555657,-11.17663895,-6.731413074,-9.215409743,-9.52008033,-9.531021288,-9.224522364,-14.52990867,-0.011902839,-0.005000765,-7.646170215,-6.598662,-5.119142,-5.012425,-0.00221151,-6.580983,-7.634144,-6.821363,-6.599486,-8.244079,-6.109243,-7.529118,-3.6569,-0.00258068,-0.0115018,-5.559733,0.41653652,0.374231926,-3.630067756,-3.667896663,38.17805927241018,-1060.5281122566012,-980.5843536879254,-79.94375856867578,14.602512386513187,19.170435505989882
5/6/2022,-0.989903908,0.140004146,-1.471378011,0.079201466,-0.412741323,-1.854590519,-1.992405258,-0.131287695,-1.949774083,0.0,-3.404890814,14.44407471,0.011402198,-0.000602016,0.613255216,-0.4641523,-0.1448026,-0.3971007,0.0158717,-0.4637581,-0.2568102,-0.4772314,-0.2135209,-0.3292522,-0.6641445,-1.631564,-0.0336029,0.00882804,-0.00280897,-0.0449408,1.385147602,0.383466132,-0.569038441,1.483342962,36.7437831845651,-1193.4948083038616,-1023.1664446111126,-170.328363692749,10.680713491073895,21.695548717617232
5/7/2022,-2.779937519,-3.656888071,-1.506729906,-0.068600283,-0.288919364,-3.827250584,-2.209278193,-2.321200467,-2.220450791,-5.129331353,-3.460038072,-3.435185554,-0.016600076,-0.006097851,-3.413738828,0.0249064,-0.00269086,-0.0730854,-0.00608959,0.0265629,0.0331947,-0.0940642,0.00445778,0.1274999,-0.1134538,-0.0346702,-0.1091264,-0.00209827,-0.00114403,-0.0356395,0.0,0.0,0.0,0.0,35.30280544770832,-1327.064572348827,-1083.9460701586554,-243.1185021901715,9.719772245171374,11.667666040919492
5/8/2022,-2.973224203,-2.852950232,-4.148559879,0.05660012,-2.641784701,-3.859783538,-4.604746223,-0.630578141,-4.697211766,-5.406714149,-4.881837027,4.99190286,0.018101994,-0.006700316,-2.754169213,0.00977891,-0.0167323,-0.00873485,0.00292876,-0.0426066,-0.00919257,-0.0177689,0.035206,-0.0384382,0.0211481,0.0062364,0.00802673,0.000902519,5.35e-05,0.010392,0.0,0.0,0.0,0.0,31.717206600153844,-1531.676187229088,-1173.492093572742,-358.184093656346,2.6379332712670047,7.679473002504099
5/9/2022,-19.24562615,-17.16304683,-11.70549633,0.056270334,-16.96667633,-20.78156991,-11.43532146,-18.68846766,-17.01285316,-25.13144499,-17.30137998,-17.78916453,-0.04921146,0.0054962,-13.9137276,-6.344639,-4.865657,-5.245603,0.0163788,-6.023675,-6.561764,-6.996091,-5.324423,-7.332855,-6.512036,-7.312677,-3.927882,-0.0028703,-0.00708888,-4.858834,-6.278487953,-1.289372706,-3.256151954,-1.857636775,24.67792422933499,-1974.6569260984688,-1333.7250600778875,-640.9318660205813,0.0,4.1192351721461336
5/10/2022,3.046922739,6.460563792,2.367869239,-0.113466666,3.425539117,5.347636393,4.275299976,2.869863235,8.004395166,13.35313764,5.37904332,4.972381899,0.02330618,-0.011797529,4.110785378,0.3819295,0.6167992,0.0820892,-0.00345729,0.8036067,1.319787,0.3397808,1.331169,0.9884481,0.059678,0.2937439,-0.1794727,0.00941299,0.00281366,0.8777378,-3.28350348,-0.930488248,0.245488176,9.303487496,27.998500014668736,-2241.3076041175154,-1515.2415688858132,-726.0660352317022,10.442022258976014,4.3599851767476805
5/11/2022,-20.41865581,-16.79314923,-6.962706369,0.325752906,-24.88284502,-23.76209364,-12.30834697,-18.93296004,-28.99543899,-28.76820346,-28.49651029,-3.334282635,0.093777944,-0.392752718,-21.71377352,-1.577577,-1.567805,-1.603745,-0.00924263,-2.298617,-1.80754,-1.869457,-2.159271,-2.52833,-1.733305,-2.341061,-0.6861928,-0.00347981,-0.010794,-1.540975,5.793216433,0.687880907,-1.66002321,0.567860143,24.636653409926836,-2591.128481364729,-1730.4189513815963,-860.7095299831326,6.330590887650342,5.590871048875459
5/12/2022,-7.921454648,-0.20598537,0.384231564,0.067973832,-2.284079149,-2.382684823,-5.475452839,-3.037208659,-10.22351123,-8.701140455,-11.66248154,-9.974707753,-0.010697372,0.174267923,-7.057930663,0.3708561,-0.5980411,-0.0875128,0.0128442,0.1203449,0.672939,0.0180057,0.2181876,-0.3064973,-0.6824088,-0.1297307,-0.627137,0.00263585,-0.000255165,-0.00990079,0.396524477,-1.566778137,-0.129680499,2.460969312,25.15335840018497,-2826.7898083021137,-1949.6931227657,-877.0966855364136,19.902378762848475,12.224997303158284
5/13/2022,11.00846115,7.566917095,0.806958299,-0.245701027,6.622221647,18.22191356,2.65181973,5.380036154,10.41108834,16.70540656,8.388452104,9.616891087,-0.031181387,0.063127203,9.457922143,5.313992,3.259289,3.773484,-0.020946,4.929202,5.912166,5.247609,4.326302,5.453295,4.672106,6.247699,2.363205,-0.00155913,0.00778677,3.823274,4.02602679,-0.90329013,2.358926796,4.113139027,26.303000270343063,-2960.4361385715456,-2151.841725926869,-808.5944126446766,21.638975514562265,15.957315055020368
5/14/2022,1.962365191,2.314297861,2.755654035,-0.086932445,1.644931156,7.8540769,2.056514549,1.442943045,2.747793215,0.0,7.574441676,-2.325818748,0.003396229,0.054183899,1.023753331,-0.0981204,-0.2660927,0.00387178,-0.00403639,-0.0430127,-0.4912603,-0.0934591,-0.4253143,-0.65011,0.1126865,0.565843,-0.2057242,-0.00486976,0.00188566,-0.370563,0.0,0.0,0.0,0.0,30.310422003163183,-2966.1411448601757,-2314.70160971353,-651.4395351466455,27.67597669876272,23.072443658724495
5/15/2022,10.23747476,4.799158302,3.921422961,0.013000598,3.336951071,3.844646163,4.257343148,3.673605472,7.227535501,0.0,11.50980805,-0.197432049,-0.019795081,0.028927444,4.479319444,-0.012717,0.0432833,0.0762432,0.00186565,0.0959518,0.0271473,0.0955234,0.00109183,-0.0510453,0.06459,-0.0546527,0.1039568,0.0014303,0.000872085,0.0613191,0.0,0.0,0.0,0.0,35.83888018495303,-2840.7752695750823,-2419.916341685841,-420.8589278892414,36.55884922867001,28.62460048066501
5/16/2022,-7.069904745,-4.690769448,-4.716393883,-0.092804809,-5.538160874,-10.45488936,-5.902291964,-6.228002694,-8.526787401,-8.004266103,-9.191782558,-4.624497117,0.039788783,-0.029028895,-5.720115908,-0.1513408,-0.1451883,-0.1046496,-0.0103268,-0.3418413,-0.103261,-0.00834979,-0.4624192,-0.4010052,-0.2280514,-0.4907431,-0.00249875,0.00128778,-0.0041436,-0.2121502,3.302627071,0.336931775,-0.395420852,3.848628877,32.511444349718715,-2825.2275543850483,-2500.9785842256824,-324.24897015936585,25.91727256599392,30.050699497808893
5/17/2022,3.765182913,2.734537785,1.867531097,0.226751929,2.664522517,3.782746185,3.291374363,8.219688004,7.07590043,8.004266103,6.283728937,4.534627194,-0.036189386,0.013014818,3.517071349,2.820546,2.609712,2.594559,-0.00348723,3.343904,3.068704,3.334681,3.017141,3.704323,2.976895,3.754168,1.503114,0.00306466,0.00837383,2.378503,-1.588731946,0.258829411,1.996891958,5.749846065,35.046458478832136,-2735.9431196776422,-2547.9714913160747,-187.97162836156758,30.071053468589,30.84905842108432
5/18/2022,-13.39316073,-6.245571302,-5.768962303,0.007781969,-7.554405255,-14.90085397,-8.677775891,-9.410652158,-14.69803147,-8.004266103,-13.81175142,-1.841367404,-0.044799076,-0.010711293,-7.45958842,-7.548772,-5.606233,-6.032344,0.00715078,-7.525726,-8.171851,-8.02208,-7.004288,-8.92474,-7.207521,-8.760251,-3.949968,-0.00621975,-0.0132419,-5.957041,-2.531785498,-0.126574782,-4.123380929,-3.43002429,31.220135410902344,-2770.8702257367695,-2592.551238200214,-178.3189875365556,17.633887209382937,24.540737747988626
5/19/2022,5.334803528,6.515867096,5.401747251,-0.103857053,3.608963213,5.474279738,5.16914319,8.207550883,4.857940869,0.0,4.821494674,3.644015385,0.049804645,0.016916754,3.343564565,-0.5762713,0.0699962,-0.3673393,0.0140261,-0.5875407,-0.525542,-0.4892678,-0.2214756,-0.1884524,-0.3708721,-1.811956,0.2315822,0.0127534,-0.00437405,-0.026619,2.362601146,1.383628041,-0.585086478,-0.29955299,38.02995676575401,-2639.496217939941,-2601.9402341481596,-37.55598379178127,38.581801030793194,28.762247236255053
5/20/2022,-2.932780269,-1.455278675,-3.742661,-0.060466276,-3.217618998,-3.618481109,-2.865798935,-4.886604122,-3.444564057,0.0,-5.259989909,-3.11424161,-0.036200675,-0.015317446,-2.127102944,0.1737843,-0.0464102,0.0195314,-0.00180823,-0.027738,0.0957667,0.0336109,-0.00387324,0.2505087,-0.1601532,-0.0746985,-0.00286629,-0.00435384,-0.00253306,-0.0157173,0.904907046,0.032587437,0.014613109,-2.224562406,35.39359388141797,-2595.32182473228,-2600.6165522649835,5.294727532703291,29.1453426564153,28.453676965530487
5/21/2022,1.989505863,3.287998317,0.789615616,0.026585836,0.577063314,3.128326471,0.670896501,1.514140051,1.995480196,0.0,1.561216852,3.739923296,0.035890813,-0.002500421,0.856373135,-0.0336006,-0.0417652,-0.017388,0.00229525,-0.0629761,-0.0767025,-0.0547669,-0.0158029,-0.0764483,0.0222543,-0.048505,-0.0379807,0.00206389,0.000416797,-0.0396018,0.0,0.0,0.0,0.0,36.38089618180424,-2512.6697944800435,-2583.0272007079957,70.3574062279522,33.671158362417856,33.79943401654213
5/22/2022,2.671473695,2.260262933,2.984011654,0.099500072,1.925386897,1.918928519,3.417812938,2.923897137,4.365241082,0.0,4.729947071,5.337629523,-0.017389523,0.027328182,1.831330392,0.0172962,0.0212182,0.00958926,-0.00127509,0.0304575,0.0208419,0.0201154,0.0131254,0.0448004,-0.0041438,0.0171574,0.0036569,-0.000890585,-3.47e-05,0.0215576,0.0,0.0,0.0,0.0,40.17275658535252,-2348.163019202879,-2536.0543644069726,187.8913452040938,50.47564035093596,37.76404712325638
5/23/2022,-5.689993984,-0.895224685,-4.122961034,-0.086608904,-3.368323296,-2.980797877,-3.536211901,-3.923096028,-5.511410512,0.0,-7.268213488,-2.394984968,0.004898931,0.002201443,-4.272913883,2.390524,2.332669,2.203808,-0.00277294,2.878817,2.555362,2.780609,2.694336,3.381938,2.756731,3.393276,1.424412,0.00165361,0.00844956,2.13022,-2.630790935,0.325238786,1.838499541,1.522097983,36.91717831222498,-2290.222092484837,-2486.887910022546,196.6658175377088,44.004160283489675,42.716986332281174
5/24/2022,1.667434337,3.544451633,1.894978177,-0.106187203,0.460178734,2.932410135,0.344248372,1.878691124,3.009832172,0.0,1.208573142,5.514843111,0.003802168,0.001903106,0.993880558,-2.072195,-0.7933175,-1.186228,-0.0143,-1.719559,-2.21761,-1.579432,-1.690346,-1.952843,-1.382597,-1.945651,-0.658277,-0.000411339,-0.00363215,-1.397171,-0.47260315,0.931888919,-0.81539509,4.912580379,39.323930359818476,-2174.3201976346973,-2424.374367544976,250.0541699102787,58.36388838974536,50.94789634139034
5/25/2022,-1.419604607,-0.750711042,-0.314852813,-0.053335784,-0.782614113,-3.138743488,-1.740948928,-2.897646108,-2.390506818,0.0,-3.423075753,4.870332813,-0.035804509,-0.01311367,-0.718978108,2.008717,0.9924498,1.333241,0.0111277,1.662229,2.45587,1.910144,1.75665,2.080999,1.290432,1.927728,0.8473218,0.000282976,0.00167644,1.441689,0.508865425,-1.018521175,0.940638565,0.191568479,39.055202888466724,-2066.172012985615,-2352.733896633104,286.56188364748914,64.78549195282119,55.71784687535209
5/26/2022,-6.635988573,-6.589005877,-1.003369954,0.119450074,-5.8725433,-7.20146778,-7.521510273,-6.790770905,-7.199010837,-8.701140455,-9.827594213,-2.70675156,0.010903047,-0.006903565,-3.158136272,4.012017,2.60861,3.053208,-0.0141836,3.69714,4.076287,4.068263,3.12267,4.2673,3.937475,4.897688,2.076331,-0.00246948,0.00613553,2.810567,3.351168714,0.064981227,1.968816601,-1.64016801,38.16598342458692,-1981.4380793518794,-2278.4747331768594,297.03665382498,33.00145284535852,52.05027772930836
5/27/2022,-5.421289527,-1.317611182,-2.209788902,0.013991001,3.864201536,-0.536473212,-4.477605154,-3.611807176,-4.680600324,-9.531021288,-5.944187952,-2.144967394,0.047294371,-0.0044097,-2.937921914,4.019249,2.98384,3.444323,-0.00814113,4.077077,3.965379,4.444077,3.437353,4.546562,4.202761,5.360537,2.227977,-0.00314557,0.00910956,2.966683,0.855305767,0.2108863,2.44411302,-0.292257492,36.24012710751493,-1943.4968453656002,-2211.479155614608,267.9823102490077,12.003734056208318,36.596892951462685
5/28/2022,2.011864094,2.248295942,0.652224115,0.145335752,0.617749847,5.686964321,1.89613515,1.209850481,2.463926341,9.531021288,7.884153559,0.782071706,-0.025301136,0.013914657,1.181095302,-0.2967653,-0.1895247,-0.0178181,-0.00671651,-0.2248365,-0.4734098,-0.0724473,-0.5110916,-0.4825881,-0.0313827,0.1008642,-0.0371684,-0.00355346,0.00067024,-0.3575682,0.0,0.0,0.0,0.0,37.23892647974434,-1876.6792968180562,-2144.5191838552973,267.83988703724117,18.153065529352478,21.05275081030645
5/29/2022,3.459946403,-0.599673039,2.166399018,-0.073993027,1.029636073,3.200717233,3.030464163,2.274174922,1.797874234,8.701140455,1.26933783,-0.924814139,0.043590717,0.017617284,0.694666013,-0.0335839,0.00863667,0.0406046,0.00411762,-0.00873763,-0.0217375,0.034365,-0.0518801,-0.0374659,0.00390089,-0.1301503,0.061488,0.00140189,0.000218195,-0.00319879,0.0,0.0,0.0,0.0,40.61389867670269,-1752.6020062899988,-2066.135748342238,313.5337420522392,38.90507168669248,23.02062375741777
5/30/2022,16.96352261,5.028023837,7.459222816,0.048346882,6.081953589,4.641949415,9.691791884,8.094112412,9.343124266,0.0,4.930637105,3.361207605,-0.04869224,0.019814989,7.22795535,-0.0124418,0.00585881,-0.00542186,-0.0018575,0.00873955,-0.00679774,-0.0122851,-0.0330698,0.0208807,-0.0106157,-0.0247851,-0.0122157,-0.000451834,-0.0001229,-0.014793,0.0,0.0,0.0,0.0,50.89107946180816,-1453.5028508900723,-1943.609168851805,490.10631796173266,93.94639627353207,50.33484449652568
